,Total_Population,ZIP,Haz_Waste,Pollution_Burden,Linguistic_Isolation,Poverty,Housing_Burden,Traffic
19,10306,96056,18.055504669329757,20.284252004911785,36.774658253077014,46.85065488373777,7.903826967551987,685.6344405336149
20,8080,94697,11.515071535092364,21.808604227456705,49.86520839877571,18.116708020263466,25.986489874758945,1217.5347448786797
21,12680,90529,12.543879459681094,32.14994863286453,34.83227230612245,25.09376152732798,35.40843506126029,-198.86847610523694
22,11679,90918,18.239921108416816,31.53394997762382,35.14698314312219,18.421748869859613,28.169323768741485,-286.71589166835065
23,13685,94476,1.3075358901521628,34.947010546988366,56.06893206668762,12.340576619193323,48.874851821468994,134.78782954782332
24,16912,93985,11.120656101517993,27.058760525680917,32.93053631124514,7.275324425576123,11.530215955984547,1099.8880780348327
25,12853,90228,6.48863149461149,12.655126567890468,21.97610469939476,34.046042713752946,47.400754908748,3794.3158899716927
26,16471,94126,15.812756526526313,38.82161206164606,55.11178703215063,10.376470950756643,9.752218419332978,1708.0437399252774
27,10115,92228,2.6853270641026583,17.369598031202838,28.53210225325795,26.06860864119534,46.47996239728505,-150.31866990074786
28,15247,91526,2.454978277214038,25.353928443851643,49.89688286395538,12.842218309784437,9.910560598410608,2082.3321825325056
29,2263,94895,12.46672994959526,22.513237405931797,4.203652815820655,20.352822255710333,43.58272552507434,4495.957902344791
30,2949,94929,17.60960660894327,29.21908102293798,56.38930954586137,33.44671151051121,24.14319237147935,-133.82044309654384
31,13085,94957,7.977080209158487,20.251827616512475,35.385082981405766,40.2135184639324,26.99747768971722,-1.6133959425532112
32,9842,94824,1.287587500900453,19.624208862953846,5.572117347391423,23.79315547979267,46.087031163445545,-314.9686327397394
33,6267,95384,2.810599542297325,18.921748960733645,57.313620899638835,2.9174912161129285,17.05726718753532,-1885.0843580446299
34,5924,91663,11.508083336994058,32.881891645489816,36.072514616879886,2.851583879097838,22.486829853477865,172.50939861189772
35,4887,95968,10.657157566784132,13.53289555344546,35.563731907527675,40.364169444368315,39.23061519675802,-263.06279344895916
36,5510,93950,10.821434670952115,34.7478827446314,44.50236771724619,33.25144506791946,37.789772341284355,5212.508577446048
37,18351,95385,1.7141453143886416,31.447824510753573,47.13122286533431,6.903626637860235,17.666829233125135,1388.903552042089
38,16137,94265,0.913889795938185,21.375235836029535,45.877995440684494,47.236809429735075,29.446487668636152,-34.473881528704226
39,7480,95079,7.84513196181851,22.473090969144522,49.3711777586012,24.516104375321298,15.533273051225411,1579.936787666396
40,10621,94869,1.6653015766001737,29.51041289759928,19.605524816367705,30.0293238488648,39.936192975447646,-304.59219245673626
41,2900,90779,19.870836423286022,14.068852553687893,11.550600174521891,18.313799952384464,47.686909079458175,2980.85681263893
42,8033,95378,19.8256546730547,19.230305394884468,27.168130211520328,9.12052924687486,19.488455098400088,542.5743280566157
43,16156,95242,2.4390425148198793,29.47123565061739,44.94224177052254,47.46969868380504,24.951845534776112,-1177.6020020651977
44,4646,93591,7.429257252552754,22.91544914689714,53.13936910152336,27.214759294886452,8.183437584341448,475.4315030804834
45,14882,95347,4.81200347210274,22.762804139769038,54.27935620002491,40.0604560226617,25.73473182978764,4425.8880557889615
46,9388,91188,20.120643318992297,24.046893902368424,5.7546255956516035,54.36510815611676,23.927949006341006,-162.5092859209292
47,4734,94989,2.6977341404608115,26.512674172605436,49.87691961199488,8.95826934987759,21.2045162133846,-290.8590299458273
48,17036,92081,10.198326814846563,38.94427734492516,43.330574314953346,17.426680499009507,33.48774815365091,-187.04725957375308
49,5899,90070,1.3507722471678014,20.05366176172457,43.680068020272486,36.56206579977971,39.41530642653196,2200.319832496908
50,9812,91801,0.4686230663071929,28.79481254529148,53.51794232089816,9.024197476783309,26.34205279358255,2478.5064457738704
51,15911,95085,18.816763490720977,25.820013073640773,23.105291192246867,47.698186573288005,10.865206341761361,7174.99920144592
52,14406,90562,11.604212541954169,29.61023611000786,6.77861571088765,14.414593519715407,27.420024843671808,1647.3225372030001
53,10148,91138,18.58086732102162,26.78474421967242,20.058868841138448,73.8990528744954,17.76670172164825,-1456.0654483857552
54,8494,92959,2.1242802792285467,14.520859764324541,56.975345572329644,37.884971710263336,5.466820318568399,6594.430104167915
55,7923,92921,11.595049217715225,13.506707203419298,27.425320581992295,4.845598189918057,13.821098496699975,1001.937903084671
56,10129,92521,4.808687782636545,23.432731693592117,45.72802623476389,49.617827593816656,25.511362184424065,2685.566282240353
57,15674,91206,0.973112449809064,29.811598622528685,19.429532306947785,12.2375705625014,53.86557051198769,46.13736695055559
58,9412,93646,10.791856201118208,25.320876098602998,18.873806335137015,16.115991382014943,10.17189220336203,3125.7522432775686
59,19258,94084,19.263740198306728,33.53625603544128,48.49427162620842,64.94783502555588,30.218993690001668,2854.4960611717597
60,6054,91907,13.508979739509854,19.366495338230415,28.84454109602608,4.645100206638173,9.962407094967281,1098.1300427944052
61,14552,94786,1.7611340395406336,25.51536144481254,56.899439813628334,43.44173001658558,9.42674326259688,1033.295824622572
62,4982,91437,11.494174321278084,20.428089984378833,28.147345609795465,9.117366720893104,27.76004968138308,-728.4224589764913
63,15002,94706,18.984662910325206,42.37121400032093,37.69248354118311,15.6128909252825,14.2658405948062,2928.116476076683
64,9390,92501,1.5492759203575455,32.651805464733684,49.9499275299856,5.634668553424866,15.646266186436335,1707.9725632998582
65,1708,94730,2.6802064354789255,29.320136969392074,28.695767226039173,6.733817304445996,48.337160213338706,1452.1447529851175
66,7205,90506,6.37042642424472,20.946969416373733,49.74083779853322,34.01923358370482,28.647274504784825,834.1090013170985
67,10970,94017,0.6021560211927365,23.647063072905496,52.99171717481268,11.231798272864314,7.317988512269276,4746.957327517508
68,9936,93224,5.677491266169067,21.61644873011238,28.519433536900372,23.1164267929599,34.62147353530558,-140.5471109709522
69,11604,93194,18.289969139132936,17.973136529318943,2.377476622574764,15.225261413041663,16.484466667550546,-1056.1028957137514
70,11012,91933,2.0247729561478818,23.56901633272657,4.592841414251504,15.231790748690175,47.44080438992138,1439.7999092439486
71,10989,94238,8.336211222354066,37.722417170238344,49.92858983181763,39.226070485586085,35.781745226016454,6747.091297556091
72,14886,94534,20.081970931011433,41.0089793534365,57.19963457182608,34.71773269606285,16.566705803865588,729.348201154351
73,5767,94904,3.142154879574756,20.610291534391123,49.86502123715227,24.618675412763494,22.12014594688151,-344.64970594642887
74,10859,90901,10.91621361618616,30.382619639860707,28.101611777916812,67.31680744144113,26.034995364100105,434.4425290031861
75,6329,91562,3.5766013069861415,12.067655018889717,49.5273204155789,14.565836964559537,32.5345375454824,997.3847474477496
76,13422,92183,7.635244501959013,20.41323355898811,22.047868226976593,15.995557602484059,27.075180455469848,2366.586616534532
77,5387,91198,13.789478982833286,18.993423449053477,41.99260861455826,53.98271224768419,31.59905198659528,660.2272771124951
78,7395,93190,18.66269609110843,26.983650937846136,11.307297467895076,59.8642538933844,46.881981619521554,-283.06349340064844
79,5982,94631,13.089263797277027,28.891781179222527,49.64051236249435,44.11599874721307,33.53936870129121,2517.654343610432
80,2551,91908,2.6148434370554394,22.623048760344382,49.07886869386554,11.211876457012089,14.25171244079484,5011.4093519320695
81,9953,91289,3.110208201441658,21.40702369202763,49.93534466495437,62.49548701088992,19.591367992688824,-194.89306379095092
82,12173,94287,5.246092002796779,23.314424205656536,56.88866357169617,55.848565663626424,18.86328804003158,1159.2178817537556
83,17046,92307,2.16559436073364,32.33658897929219,49.85137710847408,14.399139785831643,11.101773724666607,332.4006395136453
84,7573,95913,1.263211968617687,28.386907158575454,55.35072746434944,34.36179302659031,8.339326186303719,-307.1771476007025
85,7094,91283,11.402891878515959,19.35113974598126,17.478296737406517,38.04014149795958,7.053197303042339,1945.0211837879283
86,14598,90782,2.4068685300260904,58.61165160757128,47.83290029894216,35.21241857259227,41.109878708719414,186.00843053536926
87,15193,95338,19.670211792128292,42.547927200460556,15.384891584139535,18.220016224471664,42.948865360853446,4004.633958496001
88,10997,95076,0.04516240376383346,18.769213958694657,57.508173662421214,9.462544722658524,21.785294063935737,-340.9395185717797
89,5420,90113,0.9085077645212558,26.62296789148988,40.99866129126215,7.530970124920042,13.57838147418272,1548.2428867524295
90,1808,95397,15.245428577092383,26.9071222060622,21.777235361734512,21.834940249930455,8.276395333917575,11.265581594625019
91,16020,95125,0.3737263719051132,57.523972030164195,41.9524845654322,6.9012712301681916,24.304642277276347,1911.8265282827638
92,17729,90248,3.8850427861292003,27.497699137348395,20.47189986812308,10.29731372442684,5.575624031189179,3181.6685875904523
93,3014,93036,1.7845164183548357,29.11932316602791,35.52265535170167,10.488606410281427,11.987945785558544,-484.89541931132
94,5012,92657,11.187587238577063,26.955250971964837,26.536211109007944,60.928565219807325,42.54681702977021,2384.1748007469973
95,3492,94603,10.933158122554936,29.26005341107593,28.42184407127455,3.9825647116312055,27.230887869265054,4818.792010706293
96,16519,90096,2.573578889235428,18.783456024874997,17.485676634916132,5.98329436496266,12.683094811670475,77.42311850051408
97,3115,95680,0.7485956647011764,37.24979386558614,47.82391313807862,33.72570674465827,48.11820646186513,3088.3412022170587
98,3456,92384,1.1961187345536468,26.08867108239611,36.79601339431105,10.10432779773971,12.251639733826806,1396.9105373273783
99,7123,93636,10.795998837293514,29.330419136499287,28.36118349623066,15.404561054805454,25.492698856325944,1103.6018932683412
100,9826,94687,7.212926811351894,38.758236546682056,37.44408262432711,25.27013888071949,26.20751974043911,5603.2146052394055
101,6570,92369,2.890521102794656,22.03609836228932,41.3130297930627,25.414456284736772,18.673239486552525,2211.6829154101224
102,9085,94942,14.22281481360721,28.964763482769047,0.8286468194299066,45.403211169135176,25.565733899539367,-265.5679760207854
103,15851,94455,0.1643206801991708,20.280958858850262,55.285058168137006,33.80096643902671,15.931185043904991,1294.5180695775575
104,8529,95924,16.897018088211013,46.128337713147246,40.48067958811808,4.681243490496897,21.88610562268159,67.95483147915911
105,5790,92139,11.465303469836144,29.356600383194262,36.32187761271898,56.78075568042012,21.56383442882193,-272.24310004145286
106,7524,93334,0.7173801792455037,19.632251999527977,51.447837689509825,16.690685263320887,23.319933119995973,324.0698010552985
107,10599,94762,2.5500865838810003,26.319776569215925,31.133923103990202,9.101724649010242,13.17523168789778,-1063.7942529147394
108,7678,95216,3.498101097240137,21.483321895668197,42.70635627140842,37.34302784841376,23.71739568405659,-95.40210928989518
109,10167,93042,11.227622614532933,36.79986860912355,28.497757459688493,6.468296236898524,13.402394560393306,294.8915417550592
110,10762,91411,9.957275980033549,57.564073516172094,55.02620006795048,7.2313446678816895,8.842263703598931,114.33957775649958
111,10628,95533,2.5299904154114046,37.624877760971756,48.49037451161598,12.789775172082344,32.06388114571802,566.2332791398564
112,4590,90666,2.547713439267043,22.698482645319196,28.5358778297524,6.420738196712274,47.83180376249267,-9.586853459882946
113,10729,90242,11.228011315680622,38.15472327938918,27.42331847260794,40.44092889814151,27.1023462802954,713.1979967562735
114,10907,93037,11.485440547603215,32.0064833738192,20.374591409144752,16.648550892901028,4.413778776329595,8419.993535399077
115,5327,92976,5.93728976424214,28.929373451755914,9.542334756829336,13.353868643837796,50.493826146897916,949.9058533903682
116,13769,95074,9.336372965596,31.4340988137289,4.531935256318668,46.46511996970493,45.37090880591029,-346.24500715969816
117,3164,94751,1.9487353715900453,29.306533775434158,43.60104838285783,23.931188301695855,33.676780459020364,-1124.0006532766492
118,10759,94476,9.476572807943343,36.15000094687307,36.17584985145629,25.63137265751042,17.448128463309978,1972.3586874942691
119,4023,93538,0.9192938404723997,26.333242910984314,37.79086062125296,9.141971057666087,33.647690038143935,4605.126489106999
120,4855,93202,0.8067201779443172,28.610555019919307,43.50887979066215,19.26965834872012,21.792422374039106,648.0494364198672
121,12864,92741,1.6084136260459316,27.556037538633774,21.48349110918274,31.35174962381644,26.06107132322408,33.39109827903144
122,12891,90535,7.566910216954927,24.42548773251599,8.972446933898976,4.841152226247807,24.804890907704966,1602.2550762427068
123,9040,91433,12.396768922234202,27.688751824467218,3.7015862400531354,49.362290705819404,26.451645779765865,420.0893047917429
124,8073,91209,14.580053171365606,23.977696001898142,27.424202022355328,46.00109315345061,32.55357596322655,-32.221898327520194
125,6725,92364,11.156406500033206,29.16124088783107,21.430779002903854,19.138591638134027,26.57954312792333,-221.51374107301444
126,10342,93441,2.6610220011868693,29.52617607514268,24.340434790842,5.790781233185179,5.89884229989428,736.2700988191123
127,11341,92177,0.5636288906500162,42.561333252616976,57.16570198524653,7.4819494533502,9.108279255754612,1235.3855656612222
128,9733,91298,2.5049702182184506,28.597247458463883,18.615150700908067,12.658350415551784,24.23813922204735,4014.297168162154
129,16388,90271,0.8939034946540083,41.47028921071677,47.767101078019294,16.946600488045455,3.231504322670947,1452.092408785886
130,13119,94782,2.3500691451591265,16.40713777365116,0.4930503714302912,13.21799939918553,31.841165152517238,1908.182184374466
131,3795,95986,12.542377299161755,15.618255296144195,17.738608554603662,35.82124940554117,20.304323997263094,72.58669695494211
132,3327,95181,0.428431739937018,34.62666099515498,47.32861202075637,22.28582489148804,42.739078061037716,2598.4526819491944
133,17929,94185,9.355835817428673,58.17644532267913,28.661359263039778,14.422048875210052,53.29760786817373,-77.48206952872056
134,3675,93792,0.8019096903474408,29.63537462102488,36.603598353905284,8.039252835407098,14.84681881068147,5047.916851201406
135,9341,91005,0.46055705061161506,32.12514800179477,48.95935124575368,11.827682238547112,7.9474227354182725,2891.7925178975993
136,4662,94243,12.651999411971245,16.343807066649248,0.06321436202233599,12.899941978175029,6.876728420925458,1036.1911820624698
137,10691,92903,0.2908198679149796,25.21409388898803,37.40425099144683,5.399005270395728,9.486803624090918,755.6250481995547
138,10892,90190,0.10906565285835956,48.554825855815864,49.031912105690495,8.110400248127162,4.355404461550983,3089.6493384214646
139,5532,94732,10.709033673619018,31.20282070036872,7.836055919152626,75.97584813911061,53.860785655440694,-1220.7977963706562
140,2155,95571,9.347070459153503,30.751414582925275,52.21216925058168,27.017446139036565,27.116800990836282,-1005.1175588909628
141,16363,94736,9.861963455495014,26.919813703824452,11.943624732087827,18.501575656432003,4.779272359873495,-132.99673556642938
142,3479,93877,11.616145203947392,36.92104579836692,6.905997191452258,18.21198816190376,38.34728007498981,4970.2302464630675
143,1781,91974,1.3860706723323517,28.351164090251572,57.1339420592935,22.8689376996528,27.775966471301928,-179.5338599630511
144,15691,92725,8.39052831230945,29.585128563691516,5.789031966076859,61.01293334299267,24.985459243724314,1788.6888215676784
145,6269,94645,11.428568052919584,34.25778218616255,3.190367727658476,29.802829696690203,36.798458561098066,-294.2525488439543
146,4529,92328,11.58365180941508,21.380636345852682,25.929013386175836,19.52042485503162,13.85052317709378,35.75828296124723
147,9789,93586,0.7197724731468531,25.701829268743897,35.26175218606861,50.572729763402535,25.83641694556984,324.9927634631441
148,10961,95026,4.82304779172916,28.294752531375018,5.941979447198206,85.18046685387083,30.132690721004376,-1413.309971056884
149,5645,94778,10.94252148259578,23.42512403949972,0.5310832895363333,58.00642193482808,19.79609653520125,751.3939934088362
150,6230,95341,17.750314974236638,23.40411422102511,10.281930406208446,5.320422645465072,26.85231551237755,1092.463728159746
151,7070,93228,0.9649148464488168,28.316016884585967,16.52859867198785,12.297935268391008,46.851478126493774,917.2463995887797
152,10746,92005,4.474541860384532,17.858363634955893,23.034751241099624,16.01956759204116,4.560284910184514,2645.035924806475
153,3059,90379,10.153633342038493,32.777845459118566,28.38883389615571,37.838377516421836,43.68182393766922,3464.829480688263
154,17230,94725,4.624134114441841,18.783750781775566,1.1296817472223823,38.06561042969341,6.05929263253891,-202.89190459690303
155,9934,94086,1.6868672366601598,24.848739736485648,21.899905124364636,8.339316341032301,17.757030732095167,2174.9442050387456
156,4612,94953,2.4503839479328056,25.682235074335512,4.632001237140253,40.440763265002765,42.9286497896163,-152.76811232583123
157,9400,95165,1.7231902010347322,58.87388659009648,35.82220899060661,9.567502041571409,23.923879521064137,4996.485634269903
158,6202,94540,0.8944425974825767,24.27519581629532,55.11756015709238,36.35497934130602,27.710158149813296,1530.4640684261506
159,5941,94705,17.649476827517894,23.80803948615226,0.4840082298863564,20.486947125028934,18.979785902337582,193.4521682315468
160,4429,91232,15.134341408027883,12.177620195337557,0.7806644718968285,7.34832795850355,5.856995926853344,1233.9014303105735
161,9862,93348,3.27178166077434,29.11814139038455,16.250838848905357,79.60278989460296,26.931115669487028,3894.088177662993
162,5865,92865,10.8582520844842,21.62521922444545,4.54839834984307,36.0741636264838,8.193807230144468,334.36856782220275
163,14246,94665,2.2742847979337384,31.070744078748533,37.21373852028022,20.41322456841037,21.520961579872594,2177.1297067507967
164,10914,95597,3.693705119339227,22.031580325308404,22.930876054103507,9.08358392980552,11.232283726066834,862.6931368373625
165,9754,92398,17.56650419667634,66.7599780423583,49.16350204018969,19.58872309956852,26.779371328587814,-330.68022188332884
166,5522,93264,18.64230448693276,28.39035768379932,5.642636422650284,9.967251120943615,5.477200416070973,1613.7697943258088
167,4978,91658,18.346195966835538,25.516633078031084,30.985853013812033,73.1982165714625,17.46207956782491,1319.4734502181036
168,15042,91211,2.19085203431717,27.012780707865808,20.643004748053315,40.17178059496915,27.006091949111035,736.9302856103543
169,10533,94803,3.973311203733125,37.91848815569796,5.9160638448863585,40.14742511271172,48.313981515312804,997.9481540836675
170,4022,90656,0.2295987285748798,30.388510111904168,48.50016381440805,17.68157173208048,45.150887988588195,108.02132500217601
171,5493,95338,3.3230195389814368,22.345090222374225,16.53405982282718,22.41517159515821,38.17571503896302,2218.192037607552
172,7686,91043,1.6363726506253886,26.248012557410444,43.8738738813404,47.32441106277666,48.38764120684682,-254.28744165358148
173,7850,94933,1.2451888961555335,15.465759912315704,9.187127330282108,21.144282907799187,38.124007401496144,-332.43444759238287
174,9774,91969,0.7007933224435621,61.32678437549265,45.30682580709853,5.7897238526919494,16.972630262867337,816.2430091055886
175,8491,93101,18.002877330057224,26.428043872968853,10.972326719318586,44.14704566149949,25.842846047081714,-1186.483856226846
176,15495,95605,0.19604267942572928,33.33654241709852,28.38343172349022,26.15585873369959,48.21065170546932,2977.5683076513087
177,5052,90397,20.152088995612417,18.47734638372745,14.358165738740356,21.08307867998499,14.193172265017806,8486.935339086456
178,9630,90741,4.973682221272545,21.529045699389076,1.216767128298241,27.70301573912576,35.400163132889325,1999.1285568780402
179,3553,94455,15.382957968951366,25.950865395889437,15.42935390714189,24.37573970988595,25.814471975112745,-146.49163892431193
180,9168,94922,0.8659517166897338,74.55007093090249,39.907683423251356,6.776925776683463,17.6873814561315,3898.892603327062
181,7229,95571,3.142483112412815,20.4555091521524,12.687903548712884,9.083011604290817,39.58579956178187,722.1372834342521
182,7569,92364,11.216944492863615,20.133896167178868,5.069467519163109,40.18113486010787,20.099702019737904,5448.321523822546
183,10009,94726,0.9733119488407009,18.62482447332277,22.60724714646542,28.69342521109352,21.557299378812566,1615.717826380982
184,1720,94632,3.862725952142834,31.977489729466036,42.62352141606715,23.252723808429614,9.49643770495274,165.13836867474242
185,9177,95002,0.5436555806949954,53.718891872525894,53.78239345516464,10.164689548787711,5.692065597518107,263.65170431916135
186,3687,95342,9.558836781602826,29.732617014714876,36.90041455954719,68.67103073332302,7.257677669043943,-1261.6784018072349
187,14285,95616,0.7902166728161171,21.360118912900788,21.97012314806222,83.19247121041718,32.957826450008085,7277.372912768409
188,6264,93487,1.665253555431824,28.980978683160743,0.34876967387688396,16.125376699528992,45.78309050115836,2010.0380111544864
189,4858,90483,18.772347062790175,22.34737027723217,5.941749366903494,4.896510995034303,25.61991264670157,907.2025661478582
190,1828,94260,1.3255509870876216,32.89342767717329,44.59243708229658,32.86402123491638,7.744581162369046,-205.1281995223958
191,5344,93120,19.215380224222116,29.100788415700457,4.517866428990283,24.69754136589362,8.888411292786536,2714.9593615693666
192,8831,92638,15.749229528515418,37.01051959832262,34.24476115061232,56.909525799913325,3.6925719976868514,-268.6124745731605
193,9124,90317,1.8881252248469869,49.6007491299324,48.15686626870911,4.136244748333713,7.851661142908801,636.6778597276123
194,3467,91690,19.83383260282814,34.17619879650326,17.77563703249627,6.811173389063896,8.307749774977657,676.0958672152049
195,10200,91374,1.0624332382923773,29.612425828830773,23.86306758535084,18.734777245554078,30.69271954941028,-259.50376675682696
196,10385,94455,2.2246816129921125,21.476705204308935,9.363103649164495,5.942065225252886,27.577989075483494,-294.0301205991492
197,11046,95363,1.7578045233038013,77.06527940057929,23.358887859771315,14.208224117257007,46.00569923136685,440.6310475944871
198,10811,95934,0.864922562408855,24.355821777039555,17.844840282148084,76.76428387353374,30.304086357589654,501.81254429731473
199,10845,92775,0.9587053270948993,42.97661229305112,27.607430065127744,18.83130314409774,47.91611387504427,-193.38989153271098
200,11861,91725,10.919859321316753,29.895029158271292,10.224256117884455,5.531793214548657,10.636413986806103,6332.033355299187
201,5683,92513,8.954223472263322,75.35290029052734,59.14439863655533,7.523267491850284,8.910539515903846,3941.7802634701493
202,12949,92796,9.487079686186632,18.83764499177145,11.488397341015752,9.807614764757169,19.66497584478658,4506.893274340415
203,4103,94425,10.88049943467929,26.89058126863494,5.2911184107127305,6.616229079551239,18.315249375647436,2949.59561021188
204,5827,91988,11.796046010536173,26.687653148971947,10.023186453108128,10.213537236138155,10.919367918602749,1037.454235778259
205,10490,90828,3.646955635550533,26.72361136136362,0.8515112274686993,3.8456013859294735,31.10758282552261,929.9639625149629
206,7031,91835,6.535278159102092,43.12044148686442,48.000789379572105,29.913796427637443,8.331138851242615,476.5243850195777
207,5029,92805,0.9415250409142017,33.15167811804773,51.09102606526132,25.4881711293795,11.835303043853699,2523.61144935347
208,6103,91373,8.047209683991172,23.048971892289728,9.330697297171668,15.170293084144756,38.520585354356825,-1257.2342105869047
209,11194,93025,1.3130747998600403,36.804700138162715,5.604628228104721,40.55521647639553,48.40754328320577,59.663096628068615
210,13933,96040,0.21389545340076538,27.105890346384257,4.844027719703959,22.258874117663,47.099306070666216,267.62028167589966
211,3363,92843,1.195565395760926,36.00865079766279,48.369533565281586,11.966825047109872,8.641920225648082,-201.54972996237575
212,5451,95358,0.830537522061275,28.819134500901683,14.82401241062516,22.91704175974742,46.539812055838624,-195.44565503162573
213,4902,94983,17.673704787750438,40.01407169906886,2.049045345531304,22.754392688851812,38.624771372709795,3096.6759521499985
214,5659,91280,9.578797827864225,25.84924647426817,4.9067781070583365,31.56544139928097,40.17441187803256,6466.289910142959
215,2364,92019,9.234524842341624,15.27754708899035,17.268265297900648,5.367167876504787,16.868192841153444,7795.835377425314
216,9869,92946,1.3894692139005667,26.43720830859115,19.670162879338406,76.89551953727701,23.532016876939228,-176.89574306484803
217,9932,93955,4.68448854904357,51.56189627621167,56.645548071258645,25.495620468087562,24.86651917934065,760.2779307634341
218,15471,91912,11.62946548271378,51.38794937786834,26.695813878157747,4.189883500917091,6.584135106085354,8515.432252338844
219,13510,95432,0.4306222490550445,46.27233501083901,28.63540026174837,25.591406583808492,45.788708979971425,519.0193745956328
220,15091,91403,1.7348919763493518,28.071416030808464,10.104614510983534,19.428266389566293,27.277621813760533,7347.397366202792
221,4936,91809,19.877133654085902,43.037609912400676,13.345263589928317,38.45123325467087,48.46105236971856,7457.517943367173
222,5586,95015,1.4901968562682308,21.46272741417844,17.643480327443704,41.98352031169479,47.56080489433788,684.057555610699
223,9626,94665,2.808279688313686,74.06394323533267,45.470869587531766,26.707720523856068,12.161169669377955,1606.6545099976897
224,15073,93948,0.8833590511527859,25.35228875381741,11.58336382123294,9.32494202064601,26.169092787147406,878.3817153882417
225,6307,94958,1.3774346003544093,13.568390251448633,3.338014486787175,53.048337566574844,44.63955324877623,2969.7068098193863
226,15760,91269,1.8978820894058606,29.448456867411323,17.52486899229586,41.65234383384623,22.38828750592801,3780.0928087867906
227,6297,94018,2.308688110058406,64.90617796574442,48.159168948262206,38.89800204355723,45.199089430883355,4514.678395240113
228,7265,91339,1.2832941402466478,30.70595784388895,48.61000046385608,28.66038787838457,32.857028032729986,3804.5828844274406
229,9772,91246,10.028382293346063,40.053061404349286,32.29170094490986,9.249069221443044,8.68423531980212,1008.0605067157986
230,14082,94588,2.26653415931852,22.59024504900862,18.530758836717077,36.839186377606,2.854155172416908,-21.097810131784627
231,9817,91706,1.4795929703768227,38.03589174073625,12.262939926722689,33.86437565700518,47.10689634950697,2010.5828921813968
232,8079,93761,12.008181209026713,31.42670856161399,12.25912088833773,6.227429849471619,3.7232440471748163,3991.021572315425
233,17353,92866,0.4924779202235577,21.84384267258894,42.189477120373304,42.98270698759909,20.41786319128052,409.79242150952837
234,11843,91407,0.7561247043763935,20.07045161168913,5.024078659542412,12.025768045070365,31.953356306161933,2088.8345972738953
235,11798,92627,0.694714575003534,23.439565899984117,24.40720236048248,28.15300121329184,24.25843590391542,50.16315784561402
236,12075,95009,18.434814442503264,32.906251909825016,2.056002337487949,13.7960106034176,11.698551687884546,738.4615862802534
237,4824,94041,8.511643884002641,29.560462366622463,17.67816540546238,8.79751398873845,11.93343952762538,7332.27891653523
238,4485,92751,0.4921721140813609,38.790413612104324,37.72753101159357,24.775529428900654,44.51574792994191,957.8065915992973
239,7223,95955,2.3734660473260005,23.085271236520235,47.62206479140555,77.12794416445631,18.687995009462522,522.7458138284348
240,1520,95289,4.659386331237255,33.27503408584305,43.0738445084573,19.1397239729963,32.021147607132434,2166.3558293753003
241,6917,92183,0.05961059948176797,28.86855886047683,46.19721344477275,3.162954502834534,19.352933548065035,1701.3455070580121
242,4474,91447,1.8249448849472916,28.957884161343088,49.43006102722576,74.96854283993655,42.82802155110324,632.2210173914748
